title,year,release_date_imdb,rating_imdb
mission impossible rogue nation,2015,2015-07-23,7.4
focus,2015,2015-02-11,6.6
huntsman winters war,2016,2016-03-29,6.1
no time to die,2021,2021-09-28,7.3
joe,2013,2013-08-30,6.8
how to train your dragon the hidden world,2019,2019-01-03,7.4
dark skies,2013,2013-02-21,6.3
keeping up with the joneses,2016,2016-10-19,5.9
delivery man,2013,2013-11-03,6.3
oculus,2013,2013-09-08,6.5
enough said,2013,2013-09-07,7.0
avengers age of ultron,2015,2015-04-13,7.3
predestination,2014,2014-03-08,7.4
anomalisa,2015,2015-09-04,7.3
november man,2014,2014-08-13,6.3
carol,2015,2015-05-17,7.2
gods of egypt,2016,2016-02-24,5.4
family,2013,2013-09-10,6.3
woman in gold,2015,2015-02-09,7.3
magnificent seven,2016,2016-09-08,6.9
passe,2013,2013-05-17,7.7
heat,2013,2013-06-23,6.6
atomic blonde,,,6.7
philomena,2013,2013-08-31,7.6
project almanac,2015,2015-01-28,6.3
taken 3,2014,2014-12-16,6.0
joy,2015,2015-12-13,6.6
isnt it romantic,2019,2019-02-11,5.9
masterminds,2015,2015-09-03,5.8
adam project,2022,2022-02-28,6.7
ridiculous 6,2015,2015-12-06,4.8
star wars episode vii the force awakens,2015,2015-12-14,7.8
bone tomahawk,2015,2015-10-01,7.1
burnt,2015,2015-10-18,6.6
hotel transylvania 2,2015,2015-09-21,6.6
star wars episode viii the last jedi,2017,2017-12-09,6.9
star wars episode ix the rise of skywalker,2019,2019-12-16,6.4
blockers,2018,2018-03-10,6.2
arrival,2016,2016-09-01,7.9
wonder,2017,2017-11-14,7.9
light between oceans,2016,2016-09-01,7.2
cloverfield paradox,2018,2018-02-04,5.5
crimson peak,2015,2015-09-25,6.5
pacific rim uprising,2018,2018-03-21,5.6
million ways to die in the west,2014,2014-05-15,6.1
get hard,2015,2015-03-16,6.0
birdman or the unexpected virtue of ignorance,2014,2014-08-27,7.7
alice through the looking glass,2016,2016-05-10,6.2
going in style,2017,2017-04-01,6.6
me and earl and the dying girl,2015,2015-01-25,7.7
hell or high water,2016,2016-05-16,7.6
whiplash,2014,2014-01-16,8.5
fault in our stars,2014,2014-05-16,7.7
jojo rabbit,2019,2019-09-08,7.9
resident evil the final chapter,2016,2016-12-13,5.5
bahubali the beginning,2015,2015-07-09,8.0
ted 2,2015,2015-06-25,6.3
midnight special,,,6.6
star trek beyond,2016,2016-07-20,7.0
fences,2016,2016-12-06,7.2
me before you,2016,2016-05-23,7.4
hitman agent 47,2015,2015-08-13,5.7
night at the museum secret of the tomb,2014,2014-12-17,6.2
locke,2013,2013-09-02,7.1
game night,2018,2018-02-15,6.9
grinch,2018,2018-11-03,6.4
secret life of pets,2016,2016-06-16,6.5
fury,2014,2014-10-15,7.6
blackhat,2015,2015-01-08,5.5
everest,2015,2015-09-02,7.1
longest ride,2015,2015-04-03,7.0
sinister 2,2015,2015-08-19,5.3
t2 trainspotting,2017,2017-01-22,7.2
beauty and the beast,2017,2017-02-23,7.1
veronica mars,2014,2014-03-08,6.7
interview,2014,2014-12-11,6.5
petes dragon,2016,2016-07-31,6.7
annihilation,2018,2018-02-13,6.8
kingsman the secret service,2014,2014-12-13,7.7
fast furious 7,2015,2015-03-16,7.1
mike and dave need wedding dates,2016,2016-06-29,6.0
pitch perfect 2,2015,2015-04-20,6.4
croods a new age,2020,2020-11-25,6.9
tag,2018,2018-06-14,6.5
coherence,2013,2013-09-19,7.2
ride along 2,2016,2016-01-06,5.9
as above so below,2014,2014-08-19,6.2
magic in the moonlight,2014,2014-07-17,6.5
nightcrawler,2014,2014-09-05,7.8
lucy,2014,2014-07-25,6.4
red sparrow,2018,2018-02-19,6.6
chef,2014,2014-03-07,7.3
macbeth,2015,2015-05-23,6.6
i origins,2014,2014-01-18,7.3
yip man 3,2015,2015-12-16,7.0
dungeons dragons honor among thieves,2023,2023-03-10,7.3
insurgent,2015,2015-03-11,6.2
signal,2014,2014-01-20,6.0
john wick,2014,2014-09-19,7.4
47 meters down,2017,2017-05-25,5.6
ad astra,2019,2019-08-29,6.5
everybody wants some,2016,2016-03-11,6.9
most violent year,2014,2014-11-06,7.0
zootopia,2016,2016-02-10,8.0
encanto,2021,2021-11-03,7.2
hot pursuit,2015,2015-04-30,5.1
purge anarchy,2014,2014-07-17,6.4
batman v superman dawn of justice,2016,2016-03-12,6.5
theory of everything,2014,2014-09-07,7.7
guest,,,6.7
hundredfoot journey,2014,2014-08-07,7.3
water diviner,2014,2014-12-11,7.0
relatos salvajes,2014,2014-05-17,8.1
criminal,2016,2016-04-05,6.3
jungle book,2016,2016-04-04,7.4
mortdecai,2015,2015-01-18,5.5
inferno,2016,2016-10-08,6.2
bad grandpa,2013,2013-10-09,6.5
conjuring 2,2016,2016-05-13,7.3
hardcore henry,2015,2015-09-12,6.7
creed,2015,2015-11-19,7.6
spy,2015,2015-03-15,7.0
tusk,2014,2014-09-06,5.3
crazy rich asians,2018,2018-08-07,6.9
now you see me 2,2016,2016-06-02,6.4
circle,2015,2015-05-28,6.0
trainwreck,2015,2015-03-16,6.2
mr holmes,2015,2015-02-08,6.8
room,2015,2015-09-04,8.1
fantastic beasts and where to find them,2016,2016-11-08,7.2
insidious chapter 3,2015,2015-05-28,6.1
trumbo,2015,2015-09-12,7.4
beautiful day in the neighborhood,2019,2019-09-07,7.2
cruella,2021,2021-05-18,7.3
it follows,2014,2014-05-17,6.8
sully,2016,2016-09-02,7.4
reminiscence,2021,2021-08-11,5.9
little women,2019,2019-12-07,7.8
london has fallen,2016,2016-02-25,5.9
logan,2017,2017-02-17,8.1
american ultra,2015,2015-08-18,6.1
still alice,2014,2014-09-08,7.5
concussion,2015,2015-11-10,7.1
annabelle,2014,2014-09-29,5.4
pan,2015,2015-09-20,5.7
jigsaw,2017,2017-10-25,5.7
transformers the last knight,2017,2017-06-18,5.2
grimsby,2016,2016-02-24,6.2
xmen apocalypse,2016,2016-05-09,6.9
scary stories to tell in the dark,2019,2019-08-07,6.2
jack reacher never go back,2016,2016-10-12,6.1
sicario,2015,2015-05-19,7.7
murder on the orient express,2017,2017-11-03,6.5
allegiant,2016,2016-03-08,5.7
ferdinand,2017,2017-11-11,6.7
monster calls,2016,2016-09-09,7.4
what we do in the shadows,2014,2014-01-19,7.6
ice age collision course,2016,2016-06-19,5.7
war for the planet of the apes,2017,2017-07-07,7.4
hateful eight,2015,2015-12-07,7.8
despicable me 3,2017,2017-06-14,6.2
sing,2016,2016-09-11,7.1
black widow,2021,2021-06-30,6.7
walk,2015,2015-09-26,7.3
captain america civil war,2016,2016-04-12,7.8
thor ragnarok,2017,2017-10-10,7.9
lego movie 2 the second part,2019,2019-02-02,6.6
richard jewell,2019,2019-11-20,7.5
disaster artist,2017,2017-03-12,7.3
moana,2016,2016-11-14,7.6
mechanic resurrection,2016,2016-08-22,5.7
night before,2015,2015-11-20,6.4
nerve,2016,2016-07-12,6.5
american made,2017,2017-08-23,7.1
whiskey tango foxtrot,2016,2016-03-04,6.6
captain fantastic,2016,2016-01-23,7.8
space jam a new legacy,2021,2021-07-12,4.5
visit,2015,2015-08-30,6.2
legend,2015,2015-09-03,6.9
west side story,2021,2021-11-29,7.2
knock knock,2015,2015-01-23,4.9
cars 3,2017,2017-06-10,6.7
incredibles 2,2018,2018-06-05,7.6
paper towns,2015,2015-06-18,6.2
girl on the train,2016,2016-09-20,6.5
allied,2016,2016-11-13,7.1
blood father,2016,2016-05-21,6.4
martian,2015,2015-09-11,8.0
bridge of spies,2015,2015-10-04,7.6
bfg,2016,2016-05-14,6.3
elvis,2022,2022-05-25,7.3
unfriended,2014,2014-07-20,5.6
irrational man,2015,2015-05-15,6.6
underworld blood wars,2016,2016-11-24,5.7
power rangers,2017,2017-03-22,5.9
kong skull island,2017,2017-01-02,6.7
godzilla king of the monsters,2019,2019-05-29,6.0
lion,2016,2016-09-10,8.0
rogue one,2016,2016-12-10,7.8
equalizer 2,2018,2018-07-19,6.7
snowden,2016,2016-07-21,7.3
love,2015,2015-05-20,6.1
solo a star wars story,2018,2018-05-10,6.9
la land,2016,2016-08-31,8.0
sonic the hedgehog,2020,2020-01-25,6.5
nice guys,2016,2016-05-10,7.4
malignant,2021,2021-09-01,6.2
predator,2018,2018-09-07,5.3
only the brave,2017,2017-10-18,7.6
dope,2015,2015-01-24,7.2
krampus,2015,2015-11-30,6.2
dumbo,2019,2019-03-11,6.3
boss baby,,,6.3
boy,2016,2016-01-20,6.0
baby driver,2017,2017-03-11,7.6
guardians of the galaxy vol 2,2017,2017-04-10,7.6
puss in boots the last wish,2022,2022-12-07,7.8
space between us,,,6.4
teenage mutant ninja turtles out of the shadows,2016,2016-05-22,5.9
popstar never stop never stopping,2016,2016-05-24,6.7
okja,2017,2017-05-19,7.3
colonia,2015,2015-09-13,7.0
manchester by the sea,2016,2016-01-23,7.8
swiss army man,2016,2016-01-22,6.9
maze runner the scorch trials,2015,2015-09-01,6.3
shallows,2016,2016-06-21,6.3
green room,2015,2015-05-17,7.0
purge election year,2016,2016-06-29,6.0
lego batman movie,2017,2017-02-01,7.3
fantastic beasts the crimes of grindelwald,2018,2018-11-08,6.5
fantastic beasts the secrets of dumbledore,2022,2022-04-06,6.2
after,2019,2019-04-10,5.3
florence foster jenkins,2016,2016-04-23,6.8
keanu,2016,2016-03-13,6.2
captain marvel,2019,2019-02-27,6.8
avengers infinity war,2018,2018-04-23,8.4
avengers endgame,2019,2019-04-18,8.4
dont breathe,2016,2016-03-12,7.1
13 hours,2016,2016-01-12,7.3
gift,2015,2015-07-30,7.0
jason bourne,2016,2016-07-03,6.6
mollys game,2017,2017-09-08,7.4
widows,2018,2018-09-08,6.8
last duel,2021,2021-09-10,7.4
alpha,2018,2018-08-16,6.6
vvitch a newengland folktale,2015,2015-01-23,7.0
founder,2016,2016-11-24,7.2
circle,2017,2017-04-26,5.3
kubo and the two strings,2016,2016-08-13,7.7
ouija origin of evil,2016,2016-10-18,6.2
peanut butter falcon,2019,2019-03-09,7.6
airlift,2016,2016-01-22,7.9
john wick chapter 2,2017,2017-01-30,7.4
drishyam,2015,2015-07-30,8.2
neighbors 2 sorority rising,2016,2016-04-26,5.7
shaft,2019,2019-06-14,6.4
fifty shades darker,2017,2017-02-07,4.6
paddington 2,2017,2017-11-05,7.8
fifty shades freed,2018,2018-02-06,4.5
gifted,2017,2017-04-07,7.6
gran turismo,2023,2023-07-16,7.2
maze runner the death cure,2018,2018-01-17,6.2
why him,2016,2016-12-17,6.2
cafe society,2016,2016-05-11,6.6
ghostbusters afterlife,2021,2021-10-08,7.1
frozen ii,2019,2019-11-07,6.8
overlord,2018,2018-09-22,6.6
robin hood,2018,2018-11-20,5.3
miss sloane,2016,2016-11-11,7.5
nocturnal animals,2016,2016-09-02,7.5
darkest hour,2017,2017-09-01,7.4
mile 22,2018,2018-08-09,6.1
mulan,2020,2020-03-09,5.8
patriots day,2016,2016-11-17,7.3
christopher robin,2018,2018-07-30,7.2
five nights at freddys,2023,2023-10-25,5.5
can you ever forgive me,2018,2018-09-01,7.1
battle of the sexes,2017,2017-09-02,6.7
storks,2016,2016-09-22,6.8
fate of the furious,2017,2017-04-04,6.6
spiderman into the spiderverse,2018,2018-12-12,8.4
kingsman the golden circle,2017,2017-09-20,6.7
bad moms,2016,2016-07-28,6.2
colossal,2016,2016-09-09,6.2
new mutants,2020,2020-08-26,5.3
collateral beauty,2016,2016-12-12,6.8
death of stalin,2017,2017-09-08,7.2
it comes at night,2017,2017-04-29,6.2
bumblebee,2018,2018-12-03,6.7
klaus,2019,2019-11-08,8.2
cure for wellness,2016,2016-12-10,6.4
pitch perfect 3,2017,2017-12-21,5.8
promise,2016,2016-09-11,6.1
maleficent mistress of evil,2019,2019-10-16,6.6
meg,2018,2018-08-08,5.6
lights out,2016,2016-06-08,6.3
rough night,2017,2017-06-15,5.2
sultan,2016,2016-07-05,7.0
good time,2017,2017-05-25,7.3
hidden figures,2016,2016-12-01,7.8
batman the killing joke,2016,2016-07-22,6.4
covenant,2023,2023-04-19,7.5
emoji movie,2017,2017-07-27,3.4
jurassic world fallen kingdom,2018,2018-05-21,6.1
mission impossible fallout,2018,2018-07-12,7.7
curse of la llorona,2019,2019-03-15,5.2
just mercy,2019,2019-09-06,7.6
lady bird,2017,2017-09-01,7.4
freres sisters,2018,2018-09-02,6.9
split,2016,2016-09-26,7.3
moonlight,2016,2016-09-02,7.4
ambulance,2022,2022-03-16,6.1
dunkirk,2017,2017-07-13,7.8
hush,2016,2016-03-12,6.6
three billboards outside ebbing missouri,2017,2017-09-04,8.1
mary poppins returns,2018,2018-11-29,6.7
charlies angels,2019,2019-11-11,5.0
godzilla vs kong,2021,2021-03-24,6.3
get out,2017,2017-01-23,7.8
sicario day of the soldado,2018,2018-06-18,7.1
color out of space,2019,2019-09-07,6.2
favourite,2018,2018-08-30,7.5
transformers rise of the beasts,2023,2023-05-27,6.1
antman and the wasp,2018,2018-06-25,7.0
morbius,2022,2022-03-23,5.2
mother,2017,2017-09-05,6.6
secret life of pets 2,2019,2019-05-24,6.4
minions the rise of gru,2022,2022-06-13,6.5
annabelle creation,2017,2017-06-19,6.5
oceans eight,2018,2018-06-05,6.3
love simon,2018,2018-02-27,7.5
girl in the spiders web,2018,2018-10-18,6.1
gokseong,2016,2016-05-12,7.4
hotel transylvania 3 summer vacation,2018,2018-06-13,6.3
how it ends,2018,2018-07-13,5.0
paterson,2016,2016-05-16,7.3
all the money in the world,2017,2017-12-18,6.8
happy death day,2017,2017-10-07,6.6
wind river,2017,2017-01-21,7.7
sound of metal,2019,2019-09-06,7.7
detroit,2017,2017-07-25,7.3
f9,2021,2021-05-19,5.2
fast x,2023,2023-05-12,5.8
logan lucky,2017,2017-08-07,7.0
life,2017,2017-03-18,6.6
big sick,2017,2017-01-20,7.5
deadpool 2,2018,2018-05-01,7.6
hostiles,2017,2017-09-02,7.2
samaritan,2022,2022-08-26,5.7
hustlers,2019,2019-09-07,6.3
bright,2017,2017-12-13,6.3
killers of the flower moon,2023,2023-05-20,8.0
i tonya,2017,2017-09-08,7.5
shape of water,2017,2017-08-31,7.3
beguiled,2017,2017-05-24,6.3
doctor sleep,2019,2019-10-30,7.3
tully,2018,2018-01-23,6.9
mid90s,2018,2018-09-09,7.3
florida project,2017,2017-05-22,7.6
daddys home 2,2017,2017-11-08,6.0
sorry to bother you,2018,2018-01-20,6.9
cats,2019,2019-12-16,2.8
cold pursuit,2019,2019-02-06,6.2
insidious the last key,2018,2018-01-03,5.7
uncut gems,2019,2019-08-30,7.4
skyscraper,2018,2018-07-11,5.8
underwater,2020,2020-01-07,5.9
phantom thread,2017,2017-12-11,7.4
when we first met,2018,2018-02-09,6.4
nun,2018,2018-09-04,5.3
spies in disguise,2019,2019-12-04,6.8
hotel artemis,2018,2018-01-26,6.1
moonfall,2022,2022-02-02,5.1
ralph breaks the internet,2018,2018-11-05,7.0
pokemon detective pikachu,2019,2019-05-02,6.5
escape room,2019,2019-01-02,6.4
captive state,2019,2019-03-15,6.0
little mermaid,2023,2023-05-08,7.2
reis,2017,2017-03-02,1.0
greyhound,2020,2020-07-10,7.0
first reformed,2017,2017-08-31,7.1
i see you,2019,2019-03-11,6.8
lion king,2019,2019-07-09,6.8
woman in the window,2021,2021-05-14,5.7
first purge,2018,2018-07-04,5.2
aladdin,2019,2019-05-08,6.9
john wick chapter 3 parabellum,2019,2019-05-15,7.4
angel has fallen,2019,2019-08-20,6.4
free guy,,,7.1
ghost story,2017,2017-01-22,6.8
vice,2018,2018-12-12,7.2
post,2017,2017-12-14,7.2
adrift,2018,2018-05-31,6.6
spiderman far from home,2019,2019-06-26,7.4
suicide squad,2021,2021-07-28,7.2
creed ii,2018,2018-11-14,7.1
bad moms christmas,2017,2017-11-01,5.6
bombshell,2019,2019-12-13,6.8
downton abbey,2019,2019-09-09,7.4
black adam,2022,2022-10-19,6.2
terminator dark fate,2019,2019-10-23,6.2
sanju,2018,2018-06-28,7.6
sing 2,2021,2021-11-14,7.4
five feet apart,2019,2019-03-14,7.2
monster hunter,2020,2020-09-03,5.2
dragged across concrete,2018,2018-09-03,6.9
upgrade,2018,2018-03-10,7.5
fighting with my family,2019,2019-01-28,7.1
dark phoenix,2019,2019-06-04,5.7
bad times at the el royale,2018,2018-09-22,7.1
quiet place,2018,2018-03-09,7.5
spy who dumped me,2018,2018-07-25,6.0
dolittle,2020,2020-01-01,5.6
outlaw king,2018,2018-09-06,6.9
everything everywhere all at once,2022,2022-03-11,7.8
super mario bros movie,2023,2023-04-01,7.1
tenet,2020,2020-08-22,7.3
gisaengchung,2019,2019-05-21,8.5
truth or dare,2018,2018-04-12,5.2
i feel pretty,2018,2018-04-19,5.6
guardians of the galaxy vol 3,2023,2023-04-19,7.9
coming 2 america,2021,2021-03-05,5.3
fast furious presents hobbs shaw,2019,2019-07-13,6.5
arctic,2018,2018-05-10,6.8
glass,2019,2019-01-07,6.6
peppermint,2018,2018-08-28,6.5
kings man,,,6.3
us,2019,2019-03-08,6.8
news of the world,2020,2020-12-25,6.8
guns akimbo,2019,2019-09-09,6.3
mamma mia here we go again,2018,2018-07-11,6.6
resident evil welcome to raccoon city,2021,2021-11-19,5.2
johnny english strikes again,2018,2018-09-13,6.2
midway,2019,2019-10-24,6.7
green book,2018,2018-09-11,8.2
good boys,2019,2019-03-11,6.7
mandy,2018,2018-01-19,6.5
eighth grade,2018,2018-01-19,7.4
simple favor,2018,2018-09-10,6.8
conjuring the devil made me do it,2021,2021-05-26,6.3
venom let there be carnage,2021,2021-09-14,5.9
if beale street could talk,2018,2018-09-09,7.1
wonder woman 1984,2020,2020-12-16,5.4
once upon a time in hollywood,2019,2019-05-21,7.6
black phone,2021,2021-09-25,6.9
onward,2020,2020-02-21,7.4
joker,2019,2019-08-31,8.4
blackkklansman,2018,2018-05-14,7.5
it chapter two,2019,2019-08-26,6.5
instant family,2018,2018-11-11,7.3
man called otto,2022,2022-12-25,7.5
call of the wild,2020,2020-02-13,6.7
project power,2020,2020-08-14,6.0
old guard,2020,2020-07-10,6.7
sound of freedom,2023,2023-06-22,7.7
boss level,2020,2020-02-11,6.8
marriage story,2019,2019-08-29,7.9
death on the nile,2022,2022-02-09,6.3
searching,2018,2018-01-21,7.6
birds of prey and the fantabulous emancipation of one harley quinn,2020,2020-01-25,6.1
stuber,2019,2019-03-13,6.2
greenland,2020,2020-07-29,6.4
nightmare alley,2021,2021-12-01,7.0
brightburn,2019,2019-05-09,6.1
hereditary,2018,2018-01-21,7.3
ready or not,2019,2019-03-12,6.9
marighella,2019,2019-02-15,7.1
enola holmes,2020,2020-09-23,6.6
nobody,2021,2021-03-18,7.4
ma,2019,2019-05-29,5.6
mule,2018,2018-12-10,7.0
jumanji the next level,2019,2019-12-04,6.7
mitchells vs the machines,2021,2021-04-22,7.6
lighthouse,2019,2019-05-19,7.4
operation fortune ruse de guerre,2023,2023-01-03,6.3
red notice,2021,2021-11-04,6.3
jurassic world dominion,2022,2022-05-23,5.6
yesterday,2019,2019-05-04,6.8
woman king,2022,2022-09-09,6.9
turning red,2022,2022-03-01,7.0
6 underground,2019,2019-12-10,6.1
andhadhun,2018,2018-10-04,8.2
many saints of newark,2021,2021-09-22,6.3
bad guys,2022,2022-03-16,6.8
happy death day 2 u,2019,2019-02-13,6.2
hunt,2020,2020-03-11,6.5
capharnaum,2018,2018-05-17,8.4
annabelle comes home,2019,2019-06-17,5.9
crawl,2019,2019-07-10,6.1
gentlemen,2019,2019-12-03,7.8
vivarium,2019,2019-05-18,5.9
hitmans wifes bodyguard,2021,2021-06-10,6.1
shamshera,2022,2022-07-22,4.7
1917,2019,2019-12-04,8.2
last christmas,2019,2019-11-07,6.5
childs play,2019,2019-06-18,5.7
21 bridges,2019,2019-09-25,6.6
tick tickboom,2021,2021-11-10,7.5
m3gan,2022,2022-12-07,6.4
midsommar,2019,2019-06-24,7.1
french dispatch,2021,2021-07-12,7.1
dc league of superpets,,,7.1
extraction,2020,2020-04-24,6.8
knives out,2019,2019-09-07,7.9
eternals,2021,2021-10-18,6.3
black panther wakanda forever,2022,2022-11-09,6.7
three thousand years of longing,2022,2022-05-20,6.7
stowaway,2021,2021-04-22,5.6
emma,2020,2020-02-13,6.7
meg 2 the trench,2023,2023-06-09,5.1
camino a breaking bad movie,2019,2019-10-07,7.3
candyman,2021,2021-08-22,5.9
spiderman across the spiderverse,2023,2023-05-31,8.7
blue beetle,2023,2023-08-16,6.1
shangchi and the legend of the ten rings,2021,2021-08-16,7.4
where the crawdads sing,2022,2022-06-26,7.2
doctor strange in the multiverse of madness,2022,2022-05-02,6.9
tenki no ko,2019,2019-01-15,7.5
mission impossible dead reckoning part one,2023,2023-06-19,7.8
king richard,2021,2021-09-02,7.5
samrat prithviraj,2022,2022-06-03,5.7
last night in soho,2021,2021-09-04,7.0
king of staten island,2020,2020-06-12,7.1
menu,2022,2022-09-10,7.2
nomadland,2020,2020-09-11,7.3
tomorrow war,2021,2021-06-30,6.6
judas and the black messiah,2021,2021-02-01,7.4
escape room tournament of champions,2021,2021-07-01,5.7
i care a lot,2020,2020-09-12,6.4
